endpoint,policy,workload_fraction,recall,precision,enrichment_over_random
cross_environment_drift,random review,0.25,0.2567952368625421,0.14845854534570488,1.027065654766752
cross_environment_drift,random review,0.26,0.26533782034688064,0.14750323787595337,1.020456648261676
cross_environment_drift,random review,0.27,0.27413926999741134,0.14675720620842572,1.0152954532539937
cross_environment_drift,random review,0.28,0.2839761843127103,0.1465793693212186,1.0140651424047546
cross_environment_drift,random review,0.29000000000000004,0.2930365001294331,0.14604567152625467,1.0103729152314669
cross_environment_drift,random review,0.3,0.3013202174475796,0.1451733599401347,1.0043380907067305
cross_environment_drift,random review,0.31,0.3121925964276469,0.14556427278213638,1.0070425032623855
cross_environment_drift,random review,0.32,0.3220295107429459,0.14546304957904585,1.0063422210717061
cross_environment_drift,random review,0.33,0.3318664250582449,0.14535147392290249,1.0055703185580038
cross_environment_drift,random review,0.34,0.34170333937354386,0.14526246285902938,1.0049545223679939
cross_environment_drift,random review,0.35000000000000003,0.3538700491845716,0.1461406884755185,1.0110302613275257
cross_environment_drift,random review,0.36000000000000004,0.36293036500129433,0.14570775306589068,1.008035128316316
cross_environment_drift,random review,0.37,0.37173181465182503,0.14521185155222974,1.0046043833117628
cross_environment_drift,random review,0.38,0.3826041936318923,0.14552973611658132,1.006803571761749
cross_environment_drift,random review,0.39,0.39321770644576753,0.14573539288112827,1.0082263460388696
cross_environment_drift,random review,0.4,0.4035723530934507,0.14583723105706267,1.0089308827336267
cross_environment_drift,random review,0.41000000000000003,0.414444732073518,0.1461033035225406,1.010771624809707
cross_environment_drift,random review,0.42000000000000004,0.42738804038312195,0.14708240534521158,1.0175452453664975
cross_environment_drift,random review,0.43,0.437483820864613,0.14705882352941177,1.0173821016887212
cross_environment_drift,random review,0.44,0.44887393217706445,0.14746151883663577,1.0201680276751466
cross_environment_drift,random review,0.45,0.46000517732332386,0.1477508938222333,1.0221699812061054
cross_environment_drift,random review,0.46,0.4701009578048149,0.14771433219456645,1.0219170406160467
cross_environment_drift,random review,0.47000000000000003,0.4812322029510743,0.1479977708781148,1.0238779256323112
cross_environment_drift,random review,0.48000000000000004,0.48873932177064455,0.1471665757268688,1.018127552757072
cross_environment_drift,random review,0.49,0.4990939684183277,0.1472205253512523,1.018500786956308
cross_environment_drift,random review,0.5,0.5091897488998188,0.14719748559455212,1.0183413933508687
cross_environment_drift,random review,0.51,0.5177323323841574,0.1467351430667645,1.0151428160650482
cross_environment_drift,random review,0.52,0.5270515143670722,0.14650644023890047,1.013560604552062
cross_environment_drift,random review,0.53,0.536370696349987,0.14627603247440876,1.011966597949411
cross_environment_drift,random review,0.54,0.5454310121667099,0.1459950110864745,1.010022436263534
